"species" "Genus" "Family" "Order" "BodyLength_mm" "BodyLength_male" "BodyLength_female" "BodyLength_min" "BodyLength_max" "Litter_size" "Development_total_d" "Development_egg_mean_d" "Development_larva_mean_d" "Development_pupa_mean_d" "Longevity_y" "Semivoltine" "Univoltine" "Bivoltine" "Multivoltine" "Overwintering_egg" "Overwintering_larva" "Overwintering_pupa" "Overwintering_imago" "Activity" "Larva_Diet" "Imago_Diet" "Larva_Diet_range" "Imago_Diet_range" "Diet_Carniv" "Diet_Scav" "Diet_Fungi" "Diet_Root" "Diet_Seed" "Diet_Leaf" "Diet_Flower" "Diet_Stem" "Diet_Grass" "Diet_Woody" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "EIV_Light" "EIV_Temp" "EIV_Moisture" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Dispersal_ability" "Dispersal_km" "RangeSize_km2" "IUCN_status" "Riparian_sp" "BodyWidth_mm" "BodyHeight_mm" "Head_length_mm" "Head_width_mm" "Eye_area_mm2" "Antenna_length_mm" "Mandible_length_mm" "Proximal_mandible_width_mm" "Front_leg_length_mm" "Mid_leg_length_mm" "Hind_leg_length_mm" "Wing_morphology" "Elytra_length_mm" "Elytra_width_mm" "Wing_length_mm" "Wing_width_mm" "Wing_area_mm2" "Hairiness_total" "Colour_lightness" "Biotope_range" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Strophosoma faber" NA "Curculionidae" "Coleoptera" 5.25 NA NA 4.5 6 NA NA NA NA NA NA 0 1 0 0 0 1 0 0 NA NA "Herbivorous" NA "oligophagous" NA NA NA NA NA 1 NA NA 1 NA NA NA NA NA NA NA 0 NA 1 0 0 0 0 NA 0 0 1 NA 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Strophosoma faber (Herbst, 1784)" "SPECIES" "Strophosoma" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Strophosoma fulvicorne" NA "Curculionidae" "Coleoptera" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA "monophagous" NA NA NA NA NA 1 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.333333333333333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Strophosoma fulvicorne (Walton, 1846)" "SPECIES" "Strophosoma" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Strophosoma melanogrammum" NA "Curculionidae" "Coleoptera" 4.75 NA NA 4 5.5 NA NA NA NA NA NA NA NA NA NA 0 1 0 1 NA NA "Herbivorous" NA "polyphagous" NA NA NA NA NA 1 NA NA 1 NA NA NA NA NA NA NA 0 NA 0 1 1 1 1 NA 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA 0.333333333333333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Strophosoma melanogrammum (Forster J.R, 1771)" "SPECIES" "Strophosoma" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Strophosoma nebulosum" NA "Curculionidae" "Coleoptera" 4 NA NA 3 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA "oligophagous" NA NA NA NA NA 1 NA NA 1 NA NA NA NA NA NA NA 0 NA 0 0 0 0 0 NA 0 0 0 NA 0 1 0 NA NA NA NA NA NA NA NA 0.333333333333333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Strophosoma nebulosum (Stephens, 1831)" "SPECIES" "Strophosoma" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Strophosoma sus" NA "Curculionidae" "Coleoptera" 3.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA "monophagous" 0 0 0 1 0 1 0 0 1 NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Strophosoma sus (Stephens, 1831)" "SPECIES" "Strophosoma" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Subcoccinella vigintiquatuorpunctata" NA "Coccinellidae" "Coleoptera" 3.5 NA NA 3 4 NA NA NA 38.5 NA NA 0 1 0 0 0 0 0 1 NA "Herbivorous" "Herbivorous" "polyphagous" "polyphagous" NA NA NA NA NA 1 NA NA 1 NA NA NA NA NA NA NA 0 NA 1 0 0 0 0 NA 0 0 0 NA 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Subcoccinella vigintiquatuorpunctata (Linnaeus, 1758)" "SPECIES" "Subcoccinella" "Coccinellidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Subrinus vitellinus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1735513.30877713 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Subrinus vitellinus (Klug, 1845)" "SPECIES" "Subrinus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Sulcacis bidentulus" NA "Ciidae" "Coleoptera" 1.801 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.829 0.809 0.333 0.468 0.014 0.366 0.119 0.043 NA NA NA NA 1.158 0.49 NA NA NA 35.539 NA NA "Sulcacis bidentulus (Rosenhauer, 1847)" "SPECIES" "Sulcacis" "Ciidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Sulcacis fronticornis" NA "Ciidae" "Coleoptera" 1.454 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.659 0.581 0.139 0.437 0.011 0.359 0.145 0.086 0.403 0.463 0.505 NA 0.907 0.305 1.893 0.717 1.094 46.842 113.8 NA "Sulcacis fronticornis (Panzer, 1809)" "SPECIES" "Sulcacis" "Ciidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Sulcacis nitidus" NA "Ciidae" "Coleoptera" 1.47 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.612 0.503 0.185 0.402 0.008 0.312 0.149 0.044 0.448 0.514 0.47 NA 0.94 0.268 1.868 0.646 0.855 15.951 121.98 NA "Sulcacis nitidus (Fabricius, 1792)" "SPECIES" "Sulcacis" "Ciidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Sulcophanaeus actaeon" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8726.51663677709 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Sulcophanaeus actaeon (Erichson, 1847)" "SPECIES" "Sulcophanaeus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Sulcophanaeus auricollis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 77030.4210119265 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Sulcophanaeus auricollis (Harold, 1880)" "SPECIES" "Sulcophanaeus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Sulcophanaeus batesi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 503240.194899259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Sulcophanaeus batesi (Harold, 1868)" "SPECIES" "Sulcophanaeus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Sulcophanaeus columbi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4803.75839761023 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Sulcophanaeus columbi (MacLeay, 1819)" "SPECIES" "Sulcophanaeus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Sulcophanaeus imperator" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1760660.82366428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Sulcophanaeus imperator (Chevrolat, 1844)" "SPECIES" "Sulcophanaeus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Sulcophanaeus miyashitai" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 141711.188441979 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Sulcophanaeus miyashitai Arnaud, 2002" "SPECIES" "Sulcophanaeus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Sylvicanthon bridarollii" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3945395.54281252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Sylvicanthon bridarollii (Martinez, 1949)" "SPECIES" "Sylvicanthon" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Symbiotes gibberosus" NA "Endomychidae" "Coleoptera" 1.671 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.987 0.628 0.256 0.471 0.016 0.659 0.099 0.053 0.677 0.662 0.696 NA 1.118 0.492 2.184 0.723 1.068 76.441 125.74 NA "Symbiotes gibberosus (Lucas, 1846)" "SPECIES" "Symbiotes" "Anamorphidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Symbiotes latus" NA "Endomychidae" "Coleoptera" 2.116 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.123 0.662 0.35 0.57 0.019 0.72 0.182 0.087 0.744 0.756 0.803 NA 1.387 0.544 2.546 0.824 1.702 67.696 93.79 NA "Symbiotes latus Redtenbacher, 1849" "SPECIES" "Symbiotes" "Endomychidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synapion ebeninum" NA "Apionidae" "Coleoptera" 2.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA 0 0 0 0 0 1 0 1 1 NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Synapion ebeninum (Kirby, 1808)" "SPECIES" "Synapion" "Apionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synaptus filiformis" NA "Elateridae" "Coleoptera" 10.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA 0 0 0 0 0 1 1 0 1 NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Synaptus filiformis (Fabricius, 1781)" "SPECIES" "Synaptus" "Elateridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synchita humeralis" NA "Zopheridae" "Coleoptera" 3.578 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.248 0.749 0.435 0.703 0.041 0.576 0.177 0.056 1.075 0.976 1.1 NA 2.32 0.642 3.516 1.386 3.873 22.178 117.66 NA "Synchita humeralis (Fabricius, 1792)" "SPECIES" "Synchita" "Zopheridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synchita mediolanensis" NA "Zopheridae" "Coleoptera" 3.28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.986 0.679 0.378 0.646 0.032 0.412 0.188 0.08 NA NA NA NA 2.084 0.643 NA NA NA 20.661 120.35 NA "Synchita mediolanensis A.Villa & G.B.Villa, 1833" "SPECIES" "Synchita" "Zopheridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synchita separanda" NA "Zopheridae" "Coleoptera" 3.485 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.424 0.815 0.449 0.742 0.034 0.599 0.221 0.085 NA NA NA NA 2.36 0.665 NA NA NA 13.983 129.18 NA "Synchita separanda (Reitter, 1882)" "SPECIES" "Synchita" "Zopheridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synchita variegata" NA "Zopheridae" "Coleoptera" 2.676 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.119 0.824 0.403 0.601 0.017 0.45 0.164 0.061 0.906 0.882 0.959 NA 1.815 0.579 3.004 1.144 2.734 28.014 113.3 NA "Synchita variegata Hellwig, 1792" "SPECIES" "Synchita" "Zopheridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synenaria borealis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 373.71023586106 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Synenaria borealis Lacroix, 1993" "SPECIES" "Synenaria" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "NEAR_THREATENED"
"Syntomus foveatus" "Syntomus" "Carabidae" "Coleoptera" 2.5 NA NA 2 3 NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA "Carnivorous" NA "polyphagous" 1 NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 NA NA 0.25 1 1 1 1 0 0.666666666666667 NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA "dimorphy" NA NA NA NA NA NA NA "stenotop" "Syntomus foveatus (Geoffroy, 1785)" "SPECIES" "Syntomus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Syntomus obscuroguttatus" "Syntomus" "Carabidae" "Coleoptera" 2.5 NA NA 2 3 NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA "Carnivorous" NA NA 1 NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 0 0 0 1 1 0 0 0 0 NA 0 1 0 NA NA NA NA 0.25 0 1 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "macroptery" NA NA NA NA NA NA NA "eurytop" "Syntomus obscuroguttatus (Duftschmid, 1812)" "SPECIES" "Syntomus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Syntomus truncatellus" "Syntomus" "Carabidae" "Coleoptera" 2.5 NA NA 2 3 NA NA NA 120 NA NA NA NA NA NA 0 0 0 1 NA NA "Carnivorous" NA "polyphagous" 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 1 NA NA 0.5 1 1 1 1 0 0.5 NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA "dimorphy" NA NA NA NA NA NA NA "stenotop" "Syntomus truncatellus (Linnaeus, 1760)" "SPECIES" "Syntomus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synuchus vivalis" NA "Carabidae" "Coleoptera" 7.16666666666667 NA NA 6 9 NA NA NA 210 NA NA NA NA NA NA 0 1 0 1 "Cathemeral" NA "Herbivorous" NA "polyphagous" NA NA NA NA NA 1 NA NA 1 NA NA NA NA NA NA NA 0 NA 1 0 0 0 0 NA 0 0 0 NA 0 1 0 NA NA NA NA NA NA NA NA 0.833333333333333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "dimorphy" NA NA NA NA NA NA NA NA "Synuchus vivalis (Illiger, 1798)" "SPECIES" "Synuchus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Synuchus vivalis subsp. vivalis" "Synuchus" NA "Coleoptera" 7 NA NA 5 9 NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 NA 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 NA NA NA NA 0.5 1 1 1 1 1 NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA "dimorphy" NA NA NA NA NA NA NA "stenotop" "Synuchus vivalis vivalis" "SUBSPECIES" "Synuchus" "Carabidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_FOUND"
"Syriopelta funebris" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 62227.2499380245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Syriopelta funebris (Fairmaire, 1892)" "SPECIES" "Syriopelta" "Cleridae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Tachinus fimetarius" NA "Staphylinidae" "Coleoptera" 4.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 1 1 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachinus fimetarius Gravenhorst, 1802" "SPECIES" "Tachinus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachinus laticollis" NA "Staphylinidae" "Coleoptera" 3.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA "polyphagous" 1 1 0 0 0 1 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachinus laticollis Gravenhorst, 1802" "SPECIES" "Tachinus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachinus marginellus" NA "Staphylinidae" "Coleoptera" 3.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA "polyphagous" 1 1 0 0 0 1 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachinus marginellus (Fabricius, 1781)" "SPECIES" "Tachinus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachinus signatus" NA "Staphylinidae" "Coleoptera" 5.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Omnivorous" NA NA 1 1 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachinus rufipes (Linnaeus, 1758)" "SPECIES" "Tachinus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachyporus abdominalis" NA "Staphylinidae" "Coleoptera" 3.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachyporus abdominalis (Fabricius, 1782)" "SPECIES" "Tachyporus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachyporus atriceps" NA "Staphylinidae" "Coleoptera" 2.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachyporus atriceps Stephens, 1832" "SPECIES" "Tachyporus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachyporus chrysomelinus" NA "Staphylinidae" "Coleoptera" 3.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachyporus chrysomelinus (Linnaeus, 1758)" "SPECIES" "Tachyporus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachyporus dispar" NA "Staphylinidae" "Coleoptera" 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachyporus dispar (Paykull, 1789)" "SPECIES" "Tachyporus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachyporus hypnorum" NA "Staphylinidae" "Coleoptera" 3.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Tachyporus hypnorum (Fabricius, 1775)" "SPECIES" "Tachyporus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Tachyporus nitidulus" NA "Staphylinidae" "Coleoptera" 2.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Palporus nitidulus (Fabricius, 1781)" "SPECIES" "Palporus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
