"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "MISSING_ALL_TRAITS"
"Pulvigera lyellii" "Pulvigera lyellii (Hook. & Taylor) Plášek, Sawicki & Ochyra" "SPECIES" "accepted" "Pulvigera lyellii (Hook. & Taylor) Plášek, Sawicki & Ochyra" "Pulvigera" "Orthotrichaceae" "Orthotrichales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 817538.972827385 "acrocarpous" "turf" "shortLived_shuttle" 1 "erect" 1 1 0 "dioicous" "rare" 6.7 6.65 23.75 29.5 1 222.44 1 0 0 0 0 "common" 1 1 48 0 0 1 5 0 0 15 0 1 1 604 0 78 0 1 0 0 0 0 4 3 5 2 6 0 4 3 7 3 8.35 749.4 0 900 1800 "NO"
"Pylaisia polyantha" "Pylaisia polyantha (Hedw.) Schimp." "SPECIES" "accepted" "Pylaisia polyantha (Hedw.) Schimp." "Pylaisia" "Hypnaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 508286.154941392 "pleurocarpous" "turf" "perennial" 1 "erect" 1 1 0 "monoicous" "common" 16.7 8 24 13.75 0 372.56 0 0 0 0 0 "common" 1 0 9 0 0 1 11 1 2 8 0 0 1 359 1 48 0 0 0 0 0 0 5 2 7 3.16 6 0 3 4 8 2 5.65 705.7 0 1200 2400 "NO"
"Pylaisia selwynii" "Pylaisia selwynii Kindb." "SPECIES" "accepted" "Pylaisia selwynii Kindb." "Pylaisia" "Hypnaceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 231761.400923088 "pleurocarpous" "turf" "perennial" 1 "erect" 1 1 0 "monoicous" "common" 16.7 11.24 10 20.5 0 244.04 0 0 0 0 0 "common" 1 1.96 36.6666666666667 0 1.4 6.04 24.7 0.52 1.16 14.92 0 2.46 1 175.38 1 48.94 0 0.24 0 0.04 0.04 0.16 4.88 2.56 5.88 3.08 5.44 0 4.92 3.72 6.28 2.48 2.45 702.3 50 475 900 "NO"
"Pyramidula tetragona" "Pyramidula tetragona (Brid.) Brid." "SPECIES" "accepted" "Pyramidula tetragona (Brid.) Brid." "Pyramidula" "Funariaceae" "Funariales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA "No" "CR (PE)" "EN" "REGIONALLY_EXTINCT" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 100836.49919246 "acrocarpous" "turf" "annual_shuttle" 0 "erect" 0 1 0 "monoicous" "common" 3.3 4.72 1.5 58.5 0 644.2 0 0 0 0 0 "rare" 1 2.2 23.0733333333333 0.12 1.44 2.16 7.14 0.4 0.36 1.8 1 0.36 0 2.68 0 0.36 0 0 0 0 0.24 0.2 6 2.12 7 4.56 4 0.4 6 4.16 8 4.4 6.05 652.6 0 250 500 "NO"
"Racomitrium aciculare" "Racomitrium aciculare (Hedw.) Brid." "SPECIES" "synonym" "Codriophorus acicularis (Hedw.) P.Beauv." "Codriophorus" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 657544.604165372 "acrocarpous" "turf" "colonist" 0 "immersed" 1 1 0 "dioicous" "occasional" 6.7 11.36 60 18 0 493.16 0 0 0 0 0 "common" 1 2 1 0 0 1 2 2 41 18 0 3 0 0 0 0 0 0 0 0 0 0 7 5 2 3 5 0 3 2 0 3 7.65 818.4 0 1300 2600 "NO"
"Racomitrium affine" "Racomitrium affine (Schleich. ex F.Weber & D.Mohr) Lindb." "SPECIES" "synonym" "Bucklandiella affinis (Schleich. ex F.Weber & D.Mohr) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 797351.139621868 "acrocarpous" "mat" "colonist" 0 "erect" 1 1 0 "dioicous" "occasional" 6.7 6.654 55 14 0 362.12 0 0 0 0 0 "common" 1 0 6 0 0 0 3 0 10 36 0 0 0 0 0 0 0 0 0 0 0 0 6 3 1 1 3 0 2 2 6 3 7.05 899.5 5 1502.5 3000 "NO"
"Racomitrium aquaticum" "Racomitrium aquaticum (Brid. ex Schrad.) Brid." "SPECIES" "synonym" "Codriophorus aquaticus (Brid. ex Schrad.) Bedn.-Ochyra & Ochyra" "Codriophorus" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 715597.325212138 "acrocarpous" "turf" "colonist" 0 "immersed" 1 1 0 "dioicous" "occasional" 6.7 15.24 103.33 17 0 293.36 0 0 0 0 0 "common" 1 3 5 0 0 0 2 7 37 47 1 5 0 0 0 0 0 0 0 0 0 0 7 4 1 2 3 0 3 3 6 3 8.75 959.2 0 1500 3000 "NO"
"Racomitrium canescens" "Racomitrium canescens (Hedw.) Brid." "SPECIES" "synonym" "Niphotrichum canescens (Hedw.) Bedn.-Ochyra & Ochyra" "Niphotrichum" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 674021.281056035 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 15.68 70 8.5 0 650.08 0 0 0 0 0 "common" 1 4 46 0 1 1 11 7 1 18 1 4 0 2 0 1 0 0 0 0 0 3 1 2 6 2 2 0 3 1 9 4 4.95 709.2 0 1650 3300 "NO"
"Racomitrium canescens aggr." "Racomitrium canescens (Hedw.) Brid." "AGGREGATE" "synonym" "Niphotrichum canescens (Hedw.) Bedn.-Ochyra & Ochyra" "Niphotrichum" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC, DD" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 813753.277748526 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 15.28 70 8.5 0 765.2 0 0 0 0 0 "common" 1 4 46 0 1 1 11 7 1 18 1 4 0 2 0 1 0 0 0 0 0 3 1 2 6 2 2 0 3 1 9 4 4.95 709.2 0 1650 3300 "NO"
"Racomitrium canescens f. latifolium" "Racomitrium canescens f. latifolium Vilh." "FORM" "synonym" "Niphotrichum canescens (Hedw.) Bedn.-Ochyra & Ochyra" "Niphotrichum" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" "INN" "No" "LC" "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 582081.90291117 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 15.34 70 8.5 0 588.48 0 0 0 0 0 "common" 1 4 46 0 1 1 11 7 1 18 1 4 0 2 0 1 0 0 0 0 0 3 1 2 6 2 2 0 3 1 9 4 4.95 709.2 0 1650 3300 "NO"
"Racomitrium canescens subsp. canescens" "Racomitrium canescens subsp. canescens" "SUBSPECIES" "doubtful" "Racomitrium canescens subsp. canescens" "Racomitrium" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 176399.259689659 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 7.234 20.8536 14 0 317.84 0 0 0 0 0 "common" 1 0.76 16.94 0 0.8 0.52 5.84 1.04 1.42 6.48 1 1.16 0 0.28 0 0.48 0 0 0 0 0 0.08 4.48 2.56 5.56 3.28 3.56 0 3.16 2.48 7.28 3.6 5.612 810.232 40 1117.74 2286 "YES"
"Racomitrium canescens subsp. latifolium" "Racomitrium canescens subsp. latifolium Lange & C.E.O.Jensen" "SUBSPECIES" "synonym" "Niphotrichum canescens subsp. latifolium (C.E.O.Jensen) Bedn.-Ochyra & Ochyra" "Niphotrichum" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA "DD" NA "NOT_FOUND" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 191035.350068392 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 7.1 8.71 24.1296 12.71 0 240 0 0 0 0 0 "common" 1 1 1 0 0 0 0 2 1 0 1 1 0 0 0 0 0 0 0 0 0 0 4.04 2 5.68 4 3.72 0.04 2.92 2 7.12 4 4.978 879.454 86.6 1074.52 1982.28 "NO"
"Racomitrium canescens var. canescens" "Racomitrium canescens var. canescens" "VARIETY" "synonym" "Niphotrichum canescens subsp. canescens" "Niphotrichum" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" NA NA NA NA "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187615.283745537 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 7.5 10.63 26.8068 12.67 0 277.16 0 0 0 0 0 "common" 1 1.28 11.44 0 0.84 0.88 6.8 0.8 1.02 4.6 1 0.8 0 0.36 0 0.36 0 0.04 0 0 0 0.12 4.88 2.64 5.08 3.08 3.36 0 3.8 2.76 6.76 3.68 5.898 982.652 109.28 981 1812.8 "YES"
"Racomitrium canescens var. latifolium" "Racomitrium canescens var. latifolium C.E.O.Jensen" "VARIETY" "synonym" "Niphotrichum canescens subsp. latifolium (C.E.O.Jensen) Bedn.-Ochyra & Ochyra" "Niphotrichum" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" "INN" NA "DD" NA "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 116054.197840634 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 7.5 8.24 25.1568 13.246 0 277.76 0 0 0 0 0 "common" 1 1 1 0 0 0 0 2 1 0 1 1 0 0 0 0 0 0 0 0 0 0 4.4 2 6 4 3.76 0 3.52 2 7 4 5.898 955.388 48 855.34 1619.68 "NO"
"Racomitrium ellipticum" "Racomitrium ellipticum (Turner) Bruch & Schimp." "SPECIES" "synonym" "Bucklandiella elliptica (Turner) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34086.1937113425 "acrocarpous" "cushion" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 6.7 5.58 30 18 0 259 0 0 0 0 0 "common" 1 0 0.44 0 0 0.04 0.2 0.08 0.92 3.36 0 0 0 0.04 0 0.04 0 0 0 0 0 0 5.28 2.36 3 1.88 3.12 0 4.08 2.8 6 3.48 6.85 2098.5 10 500 990 "NO"
"Racomitrium elongatum" "Racomitrium elongatum Ehrh. ex Frisvoll" "SPECIES" "synonym" "Niphotrichum elongatum (Ehrh. ex Frisvoll) Bedn.-Ochyra & Ochyra" "Niphotrichum" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 858579.402233436 "acrocarpous" "turf" "colonist" 0 "immersed" 1 1 0 "dioicous" "rare" 6.7 18.68 60 10 0 433.28 0 0 0 0 0 "common" 1 6 45 0 0 1 3 7 1 37 1 8 0 0 0 0 0 0 0 0 0 0 1 2 4 2 2 0 3 2 8 4 7.55 820.1 0 1500 3000 "NO"
"Racomitrium ericoides" "Racomitrium ericoides (Brid.) Brid." "SPECIES" "synonym" "Niphotrichum ericoides (Brid.) Bedn.-Ochyra & Ochyra" "Niphotrichum" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 768163.377840395 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "occasional" 6.7 12.34 60 10.5 0 496.4 0 0 0 0 0 "common" 1 8 16 0 1 1 2 4 4 21 1 6 0 0 0 0 0 0 0 0 0 1 2 2 4 2 3 0 2 1 8 4 3.55 768.5 0 1607.5 3215 "NO"
"Racomitrium fasciculare" "Racomitrium fasciculare (Schrad. ex Hedw.) Brid." "SPECIES" "synonym" "Dilutineuron fasciculare (Schrad. ex Hedw.) Bedn.-Ochyra, Sawicki, Ochyra, Szczecińska & Plášek" "Dilutineuron" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 741628.623027566 "acrocarpous" "turf" "perennial" 0 "immersed" 1 1 0 "dioicous" "common" 16.7 16.564 100 14 0 381.52 0 0 0 0 0 "common" 1 1 5 0 0 0 0 2 13 29 1 0 0 0 0 0 0 0 0 0 0 0 6 3 1 1 2 0 2 2 8 4 2.15 786.9 0 1350 2700 "NO"
"Racomitrium hespericum" "Racomitrium hespericum Sérgio, J.Muñoz & Ochyra" "SPECIES" "synonym" "Codriophorus hespericus (Sérgio, J.Muñoz & Ochyra) Bedn.-Ochyra & Ochyra" "Codriophorus" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8130.62491046619 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 8.244 70 20 0 415.52 0 0 0 0 0 "common" 1 0.64 3.88 0.04 0.54 3.36 3.28 0.2 0.32 0.88 1 0.12 0 0.32 0 0.08 0 0 0 0 0 0.04 5.68 2.96 5.28 3.2 3.64 0 6.6 3.88 5.2 2.96 12.25 1337.2 50 1025 2000 "NO"
"Racomitrium heterostichum" "Racomitrium heterostichum (Hedw.) Brid." "SPECIES" "synonym" "Bucklandiella heterosticha (Hedw.) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 819471.499500078 "acrocarpous" "turf" "colonist" 0 "immersed" 1 1 0 "dioicous" "occasional" 6.7 9 50 14 0 324.88 0 0 0 0 0 "common" 1 0 0 0 0 0 0 2 2 9 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 5 3 8 4 6.25 709.3 15 1507.5 3000 "NO"
"Racomitrium heterostichum aggr." "Racomitrium heterostichum (Hedw.) Brid." "AGGREGATE" "synonym" "Bucklandiella heterosticha (Hedw.) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 802677.968364547 "acrocarpous" "turf" "colonist" 0 "immersed" 1 1 0 "dioicous" "occasional" 6.7 9 50 14 0 310.56 0 0 0 0 0 "common" 1 0 0 0 0 0 0 2 2 9 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 5 3 8 4 6.25 709.3 15 1507.5 3000 "NO"
"Racomitrium himalayanum" "Racomitrium himalayanum (Mitt.) A.Jaeger" "SPECIES" "synonym" "Bucklandiella himalayana (Mitt.) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9591.45031595636 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "common" 6.7 6.774 40 12 0 199.08 0 0 0 0 0 "common" 1 0.08 1.72 0 0.08 0.32 0.52 0.04 0.48 1.68 0 0.04 0 0.44 0 0.04 0 0 0 0 0 0 5.48 2.6 6 2.76 3.44 0 3.24 2.4 7 3.72 4.75 2440.6 700 900 1100 "NO"
"Racomitrium lamprocarpum" "Racomitrium lamprocarpum (Müll.Hal.) A.Jaeger" "SPECIES" "synonym" "Bucklandiella lamprocarpa (Müll.Hal.) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2724.10154699781 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "occasional" 6.7 5.4 40 25 0 371.68 0 0 0 0 0 "common" 1 0.12 0.8 0 0.04 0.16 0.48 0 0.44 2.08 0 0 0 0.08 0 0.04 0 0 0 0 0.08 0.04 4.88 2.28 4.32 2.32 3.28 0 6.56 3.64 5.84 3.28 11.85 1751.9 50 1000 1950 "NO"
"Racomitrium lanuginosum" "Racomitrium lanuginosum (Hedw.) Brid." "SPECIES" "accepted" "Racomitrium lanuginosum (Hedw.) Brid." "Racomitrium" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 775776.234351555 "acrocarpous" "turf" "perennial" 0 "immersed" 1 1 0 "dioicous" "rare" 16.7 27.72 133.33 10 0 464.24 0 0 0 0 0 "common" 1 1 28 0 2 0 2 9 6 55 1 4 1 0 1 0 0 0 0 0 0 0 3 2 3 2 3 0 0 1 9 5 3.35 791.5 5 1637.5 3270 "NO"
"Racomitrium lusitanicum" "Racomitrium lusitanicum Ochyra & Sérgio" "SPECIES" "synonym" "Bucklandiella lusitanica (Ochyra & Sérgio) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 429.60394913608 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 5.96 40 14 0 261.96 0 0 0 0 0 "common" 1 0.16 0.8 0 0 0.2 1.2 0.08 0.5 3.4 0 0.04 0 0.2 0 0.16 0 0 0 0 0 0.08 4.64 2.44 4.24 2.2 3.6 0 6.96 3.72 5.64 3.32 11.05 1985.8 120 1010 1900 "NO"
"Racomitrium macounii" "Racomitrium macounii Kindb." "SPECIES" "synonym" "Bucklandiella macounii (Kindb.) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 191089.828719745 "acrocarpous" "cushion" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 9.46 55 12 0 606.4 0 0 0 0 0 "common" 1 2 4 0 0 0 1 6 13 18 0 0 0 0 0 0 0 0 0 0 0 0 5.72 3 4 1 3 0 1.16 1 6 5 2.45 1529.4 150 1575 3000 "NO"
"Racomitrium macounii subsp. alpinum" "Racomitrium macounii subsp. alpinum (E.Lawton) Frisvoll" "SUBSPECIES" "synonym" "Bucklandiella macounii subsp. alpina (E.Lawton) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" NA "LC" NA "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 340595.681539683 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 7.9 7.878 31.7732 14.35 0 235.88 0 0 0 0 0 "common" 1 0 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 0 0 0 0 0 5.64 3 2.72 1 2.8 0 2.64 1 7.08 5 5.612 1199.812 203 1245.2 2311.68 "NO"
"Racomitrium macounii subsp. macounii" "Racomitrium macounii subsp. macounii" "SUBSPECIES" "doubtful" "Racomitrium macounii subsp. macounii" "Racomitrium" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 253647.934055447 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 7.9 9.3 33.69 14.602 0 476.4 0 0 0 0 0 "common" 1 0 2 0 0 0 0 0 9 13 1 0 0 0 0 0 0 0 0 0 0 0 5.68 3 3.76 1 2.92 0 2.12 1 7.28 5 4.258 942.924 200.2 1263.32 2373 "NO"
"Racomitrium microcarpon" "Racomitrium microcarpon (Hedw.) Brid." "SPECIES" "homotypic synonym" "Bucklandiella microcarpos (Hedw.) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "REGIONALLY_EXTINCT" 1 0 NA NA 1 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 629384.48417995 "acrocarpous" "turf" "colonist" 0 "immersed" 1 1 0 "dioicous" "common" 6.7 11.444 40 14 0 339.84 0 0 0 0 0 "common" 1 0 15 0 0 0 0 0 0 33 1 0 1 0 1 0 0 0 0 0 0 0 2 2 2 1 2 0 2 2 9 4 2.65 809.1 10 1405 2800 "NO"
"Racomitrium nivale" "Racomitrium nivale (Köckinger, Bedn.-Ochyra & Ochyra) Köckinger" "SPECIES" "synonym" "Bucklandiella nivalis Köckinger, Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "Yes" "CR" "VU" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 136.831813403136 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 8.92 20 15.4252 1 284.48 0 0 1 0 0 "common" 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 5.04 2.76 3.24 1.76 3.24 0 0.84 1.16 7 2.04 -3.05 2032.6 2700 2900 3100 "NO"
"Racomitrium obtusum" "Racomitrium obtusum (Brid.) Brid." "SPECIES" "synonym" "Bucklandiella obtusa (Brid.) Bedn.-Ochyra & Ochyra" "Bucklandiella" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "LC" "ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 340472.191850573 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "occasional" 6.7 9.24 60 17 0 401.88 0 0 0 0 0 "common" 1 0.32 1.24 0 0 0.16 0.6 0.08 0.6 2.2 0 0.2 0 0.12 0 0.12 0 0 0 0 0 0.04 5 2.56 2 2 3 0 5 2.84 4 2.96 8.15 1332.5 0 0 0 "NO"
"Racomitrium panschii" "Racomitrium panschii (Müll.Hal.) Kindb." "SPECIES" "synonym" "Niphotrichum panschii (Müll.Hal.) Bedn.-Ochyra & Ochyra" "Niphotrichum" "Grimmiaceae" "Grimmiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68165.6849542516 "acrocarpous" "turf" "colonist" 0 "erect" 1 1 0 "dioicous" "rare" 6.7 17.36 100 18.2 0 553.8 0 0 0 0 0 "common" 0 14.4 80.7266666666667 2.32 4.92 14.16 24.92 2.12 2.98 6.28 1 5.88 0 6.08 0 12.02 0 0 0 0 0 0.36 5.64 2.88 6.72 3.88 3.92 0.12 3.36 2.76 6 3.24 -8.15 486 0 0 0 "NO"
