species,genus,family,order,class,scheme
Rubus laciniatus,Rubus,Rosaceae,Rosales,Magnoliopsida,terrestrial
Rubus phoenicolasius,Rubus,Rosaceae,Rosales,Magnoliopsida,terrestrial
Rubus saxatilis,Rubus,Rosaceae,Rosales,Magnoliopsida,terrestrial
Rubus ulmifolius,Rubus,Rosaceae,Rosales,Magnoliopsida,terrestrial
Rubus vestitus,Rubus,Rosaceae,Rosales,Magnoliopsida,terrestrial
Rudbeckia hirta,Rudbeckia,Asteraceae,Asterales,Magnoliopsida,terrestrial
Rugosomyces carneus,Calocybe,Lyophyllaceae,Agaricales,Agaricomycetes,terrestrial
Rugosomyces chrysenteron,Calocybe,Lyophyllaceae,Agaricales,Agaricomycetes,terrestrial
Rugosomyces ionides,Calocybe,Lyophyllaceae,Agaricales,Agaricomycetes,terrestrial
Rugosomyces obscurissimus,Calocybe,Lyophyllaceae,Agaricales,Agaricomycetes,terrestrial
Rumex acetosa,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex acetosella,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex acetosella acetosella,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex alpestris,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex alpinus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex conglomeratus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex crispus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex hydrolapathum,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex longifolius,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex nivalis,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex obtusifolius,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex obtusifolius obtusifolius,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex patientia,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex pulcher,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex sanguineus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex scutatus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rumex thyrsiflorus,Rumex,Polygonaceae,Caryophyllales,Magnoliopsida,terrestrial
Rupicapra rupicapra,Rupicapra,Bovidae,Artiodactyla,Mammalia,terrestrial
Ruscus aculeatus,Ruscus,Asparagaceae,Asparagales,Liliopsida,terrestrial
Rusina ferruginea,Charanyca,Noctuidae,Lepidoptera,Insecta,terrestrial
Ruspolia nitidula,Ruspolia,Tettigoniidae,Orthoptera,Insecta,terrestrial
Russula acrifolia,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula adusta,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula aeruginea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula albonigra,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula alnetorum,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula alutacea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula amethystina,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula amoena,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula anthracina,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula anthracina insipida,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula atropurpurea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula aurea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula badia,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula betularum,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula caerulea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula carpini,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula cavipes,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula chloroides,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula claroflava,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula cutefracta,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula cyanoxantha,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula decolorans,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula delica,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula densifolia,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula emetica,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula exalbicans,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula faginea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula farinipes,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula fellea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula firmula,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula foetens,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula fragilis,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula fuscorubroides,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula grata,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula grisea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula heterophylla,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula illota,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula integra,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula ionochlora,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula laricina,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula lutea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula luteotacta,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula maculata,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula mairei,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula mairei fageticola,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula mustelina,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula nana,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula nauseosa,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula nigricans,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula nitida,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula norvegica,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula ochroleuca,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula olivacea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula paludosa,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula parazurea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula pascua,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula pectinatoides,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula pelargonia,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula postiana,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula pseudointegra,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula puellaris,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula queletii,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula raoultii,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula rhodopus,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula risigallina,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula romellii,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula rosea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula sanguinea,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula solaris,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula subfoetens,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula torulosa,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula turci,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula velutipes,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula vesca,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula vinosa,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula violeipes,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula virescens,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Russula viscida,Russula,Russulaceae,Russulales,Agaricomycetes,terrestrial
Rusticoclytus rusticus,Xylotrechus,Cerambycidae,Coleoptera,Insecta,terrestrial
Ruta graveolens,Ruta,Rutaceae,Sapindales,Magnoliopsida,terrestrial
Rutilus rutilus,Rutilus,Cyprinidae,Cypriniformes,Actinopterygii,aquatic
Rutpela maculata,Rutpela,Cerambycidae,Coleoptera,Insecta,terrestrial
Rutstroemia bolaris,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,terrestrial
Rutstroemia echinophila,Lanzia,Rutstroemiaceae,Helotiales,Leotiomycetes,terrestrial
Rutstroemia firma,Rutstroemia,Rutstroemiaceae,Helotiales,Leotiomycetes,terrestrial
Saaristoa abnormis,Saaristoa,Linyphiidae,Araneae,Arachnida,terrestrial
Sabra harpagula,Sabra,Drepanidae,Lepidoptera,Insecta,terrestrial
Sagina apetala,Sagina,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Sagina apetala apetala,Sagina,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Sagina apetala erecta,Sagina,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Sagina nodosa,Sagina,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Sagina procumbens,Sagina,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Sagina saginoides,Sagina,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Sagittaria latifolia,Sagittaria,Alismataceae,Alismatales,Liliopsida,aquatic
Sagittaria sagittifolia,Sagittaria,Alismataceae,Alismatales,Liliopsida,aquatic
Salamandra atra,Salamandra,Salamandridae,Caudata,Amphibia,terrestrial
Salamandra salamandra,Salamandra,Salamandridae,Caudata,Amphibia,terrestrial
Salix alba,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix appendiculata,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix aurita,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix breviserrata,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix caesia,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix caprea,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix cinerea,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix daphnoides,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix elaeagnos,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix foetida,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix glaucosericea,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix hastata,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix helvetica,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix herbacea,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix laggeri,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix myrsinifolia,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix pentandra,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix purpurea,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix repens,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix reticulata,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix retusa,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix serpillifolia,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix triandra,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix viminalis,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix waldsteiniana,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salix x fragilis,Salix,Salicaceae,Malpighiales,Magnoliopsida,terrestrial
Salmo trutta,Salmo,Salmonidae,Salmoniformes,Actinopterygii,aquatic
Salpingus planirostris,Salpingus,Salpingidae,Coleoptera,Insecta,terrestrial
Salpingus ruficollis,Salpingus,Salpingidae,Coleoptera,Insecta,terrestrial
Salsola tragus,Salsola,Amaranthaceae,Caryophyllales,Magnoliopsida,terrestrial
Salticus scenicus,Salticus,Salticidae,Araneae,Arachnida,terrestrial
Salvelinus fontinalis,Salvelinus,Salmonidae,Salmoniformes,Actinopterygii,aquatic
Salvelinus namaycush,Salvelinus,Salmonidae,Salmoniformes,Actinopterygii,aquatic
Salvelinus umbla,Salvelinus,Salmonidae,Salmoniformes,Actinopterygii,aquatic
Salvia glutinosa,Salvia,Lamiaceae,Lamiales,Magnoliopsida,terrestrial
Salvia officinalis,Salvia,Lamiaceae,Lamiales,Magnoliopsida,terrestrial
Salvia pratensis,Salvia,Lamiaceae,Lamiales,Magnoliopsida,terrestrial
Salvia pratensis pratensis,Salvia,Lamiaceae,Lamiales,Magnoliopsida,terrestrial
Salvia verticillata,Salvia,Lamiaceae,Lamiales,Magnoliopsida,terrestrial
Sambucus ebulus,Sambucus,Viburnaceae,Dipsacales,Magnoliopsida,terrestrial
Sambucus nigra,Sambucus,Viburnaceae,Dipsacales,Magnoliopsida,terrestrial
Sambucus racemosa,Sambucus,Viburnaceae,Dipsacales,Magnoliopsida,terrestrial
Samolus valerandi,Samolus,Primulaceae,Ericales,Magnoliopsida,aquatic
Sander lucioperca,Sander,Percidae,Perciformes,Actinopterygii,aquatic
Sanguisorba minor,Poterium,Rosaceae,Rosales,Magnoliopsida,terrestrial
Sanguisorba minor minor,Poterium,Rosaceae,Rosales,Magnoliopsida,terrestrial
Sanguisorba officinalis,Sanguisorba,Rosaceae,Rosales,Magnoliopsida,terrestrial
Sanicula europaea,Sanicula,Apiaceae,Apiales,Magnoliopsida,terrestrial
Sanionia uncinata,Sanionia,Scorpidiaceae,Hypnales,Bryopsida,terrestrial
Saperda carcharias,Saperda,Cerambycidae,Coleoptera,Insecta,terrestrial
Saperda octopunctata,Saperda,Cerambycidae,Coleoptera,Insecta,terrestrial
Saperda populnea,Saperda,Cerambycidae,Coleoptera,Insecta,terrestrial
Saperda scalaris,Saperda,Cerambycidae,Coleoptera,Insecta,terrestrial
Saponaria ocymoides,Saponaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Saponaria officinalis,Saponaria,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Sarcodon imbricatus,Sarcodon,Bankeraceae,Thelephorales,Agaricomycetes,terrestrial
Sarcoscypha austriaca,Sarcoscypha,Sarcoscyphaceae,Pezizales,Pezizomycetes,terrestrial
Sarcoscypha coccinea,Sarcoscypha,Sarcoscyphaceae,Pezizales,Pezizomycetes,terrestrial
Sarcosphaera coronaria,Sarcosphaera,Pezizaceae,Pezizales,Pezizomycetes,terrestrial
Sarea difformis,Sarea,Sareaceae,Sareales,Sareomycetes,terrestrial
Sarea resinae,Sarea,Sareaceae,Sareales,Sareomycetes,terrestrial
Sarracenia purpurea,Sarracenia,Sarraceniaceae,Ericales,Magnoliopsida,terrestrial
Satureja hortensis,Satureja,Lamiaceae,Lamiales,Magnoliopsida,terrestrial
Saturnia pavonia,Saturnia,Saturniidae,Lepidoptera,Insecta,terrestrial
Saturnia pavoniella,Saturnia,Saturniidae,Lepidoptera,Insecta,terrestrial
Saturnia pyri,Saturnia,Saturniidae,Lepidoptera,Insecta,terrestrial
Satyrium acaciae,Strymon,Lycaenidae,Lepidoptera,Insecta,terrestrial
Satyrium ilicis,Nordmannia,Lycaenidae,Lepidoptera,Insecta,terrestrial
Satyrium pruni,Fixsenia,Lycaenidae,Lepidoptera,Insecta,terrestrial
Satyrium spini,Tuttiola,Lycaenidae,Lepidoptera,Insecta,terrestrial
Satyrus ferula,Satyrus,Nymphalidae,Lepidoptera,Insecta,terrestrial
Saussurea alpina,Saussurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Saussurea alpina alpina,Saussurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Saussurea discolor,Saussurea,Asteraceae,Asterales,Magnoliopsida,terrestrial
Saxicola rubetra,Saxicola,Muscicapidae,Passeriformes,Aves,terrestrial
Saxicola torquatus,Saxicola,Muscicapidae,Passeriformes,Aves,terrestrial
Saxifraga aizoides,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga androsacea,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga aphylla,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga aspera,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga biflora,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga bryoides,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga bulbifera,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga caesia,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga cotyledon,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga cuneifolia,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga diapensioides,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga exarata,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga exarata exarata,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga exarata moschata,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga granulata,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga muscoides,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga mutata,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga oppositifolia,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga paniculata,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga rotundifolia,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga seguieri,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga stellaris,Micranthes,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Saxifraga tridactylites,Saxifraga,Saxifragaceae,Saxifragales,Magnoliopsida,terrestrial
Scabiosa columbaria,Scabiosa,Caprifoliaceae,Dipsacales,Magnoliopsida,terrestrial
Scabiosa columbaria columbaria,Scabiosa,Caprifoliaceae,Dipsacales,Magnoliopsida,terrestrial
Scabiosa lucida,Scabiosa,Caprifoliaceae,Dipsacales,Magnoliopsida,terrestrial
Scabiosa lucida lucida,Scabiosa,Caprifoliaceae,Dipsacales,Magnoliopsida,terrestrial
Scabiosa triandra,Scabiosa,Caprifoliaceae,Dipsacales,Magnoliopsida,terrestrial
Scapania aequiloba,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania aspera,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania cuspiduligera,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania irrigua,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania nemorea,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania paludicola,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania paludosa,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania subalpina,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania umbrosa,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scapania undulata,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,terrestrial
Scardinius erythrophthalmus,Scardinius,Cyprinidae,Cypriniformes,Actinopterygii,aquatic
Scheuchzeria palustris,Scheuchzeria,Scheuchzeriaceae,Alismatales,Liliopsida,terrestrial
Schismatomma pericleum,Lecanactis,Roccellaceae,Arthoniales,Arthoniomycetes,terrestrial
Schistidium apocarpum,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,terrestrial
Schistidium crassipilum,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,terrestrial
Schistidium dupretii,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,terrestrial
Schistidium elegantulum,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,terrestrial
Schistidium rivulare,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,aquatic
Schistidium trichodon,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,terrestrial
Schizophyllum commune,Schizophyllum,Schizophyllaceae,Agaricales,Agaricomycetes,terrestrial
Schizopora flavipora,Xylodon,Schizoporaceae,Hymenochaetales,Agaricomycetes,terrestrial
Schizopora paradoxa,Schizopora,Schizoporaceae,Hymenochaetales,Agaricomycetes,terrestrial
Schizopora radula,Xylodon,Schizoporaceae,Hymenochaetales,Agaricomycetes,terrestrial
Schizotus pectinicornis,Schizotus,Pyrochroidae,Coleoptera,Insecta,terrestrial
Schoenoplectus lacustris,Schoenoplectus,Cyperaceae,Poales,Liliopsida,aquatic
Schoenoplectus mucronatus,Schoenoplectiella,Cyperaceae,Poales,Liliopsida,aquatic
Schoenoplectus tabernaemontani,Schoenoplectus,Cyperaceae,Poales,Liliopsida,aquatic
Schoenus ferrugineus,Schoenus,Cyperaceae,Poales,Angiospermae,terrestrial
Schoenus nigricans,Schoenus,Cyperaceae,Poales,Liliopsida,terrestrial
Schrankia costaestrigalis,Schrankia,Erebidae,Lepidoptera,Insecta,terrestrial
Scilla bifolia,Scilla,Asparagaceae,Asparagales,Liliopsida,terrestrial
Scilla forbesii,Scilla,Asparagaceae,Asparagales,Liliopsida,terrestrial
Scilla siberica,Scilla,Asparagaceae,Asparagales,Liliopsida,terrestrial
Scirpus sylvaticus,Scirpus,Cyperaceae,Poales,Liliopsida,terrestrial
Sciurus vulgaris,Sciurus,Sciuridae,Rodentia,Mammalia,terrestrial
Scleranthus annuus,Scleranthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Scleranthus annuus annuus,Scleranthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Scleranthus annuus polycarpos,Scleranthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Scleranthus perennis,Scleranthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,terrestrial
Sclerochloa dura,Sclerochloa,Poaceae,Poales,Liliopsida,terrestrial
Scleroderma areolatum,Scleroderma,Sclerodermataceae,Boletales,Agaricomycetes,terrestrial
Scleroderma bovista,Scleroderma,Sclerodermataceae,Boletales,Agaricomycetes,terrestrial
Scleroderma citrinum,Scleroderma,Sclerodermataceae,Boletales,Agaricomycetes,terrestrial
Scleroderma verrucosum,Scleroderma,Sclerodermataceae,Boletales,Agaricomycetes,terrestrial
Scolia hirta,Scolia,Scoliidae,Hymenoptera,Insecta,terrestrial
Scoliciosporum chlorococcum,Scoliciosporum,Scoliciosporaceae,Lecanorales,Lecanoromycetes,terrestrial
Scoliciosporum sarothamni,Scoliciosporum,Scoliciosporaceae,Lecanorales,Lecanoromycetes,terrestrial
Scoliciosporum umbrinum,Scoliciosporum,Scoliciosporaceae,Lecanorales,Lecanoromycetes,terrestrial
Scoliopteryx libatrix,Scoliopteryx,Erebidae,Lepidoptera,Insecta,terrestrial
Scolitantides orion,Scolitantides,Lycaenidae,Lepidoptera,Insecta,terrestrial
Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,Aves,terrestrial
Scolytus intricatus,Scolytus,Curculionidae,Coleoptera,Insecta,terrestrial
Scopuloides rimosa,Scopuloides,Meruliaceae,Polyporales,Agaricomycetes,terrestrial
